"Num_Samples","Mode","Num_Variables","Num_Extra_Edges","Num_Missing_Vars_Affected","Seed","Method","SHD","Precision","Recall","F1_Score"
1000,"mnar",20,5,10,777,"CompleteData_PC",11,1,0.758620689655172,0.862745098039216
1000,"mnar",20,5,10,777,"TestWise_PC",20,1,0.517241379310345,0.681818181818182
1000,"mnar",20,5,10,777,"MVPC_PermC",21,1,0.413793103448276,0.585365853658537
1000,"mnar",20,5,10,777,"MVPC_DRW",21,1,0.448275862068966,0.619047619047619
