"Num_Samples","Mode","Num_Variables","Num_Extra_Edges","Num_Missing_Vars_Affected","Seed","Method","SHD","Precision","Recall","F1_Score"
10000,"mar",20,5,10,777,"CompleteData_PC",8,0.925925925925926,0.862068965517241,0.892857142857143
10000,"mar",20,5,10,777,"TestWise_PC",16,0.884615384615385,0.793103448275862,0.836363636363636
10000,"mar",20,5,10,777,"MVPC_PermC",10,1,0.793103448275862,0.884615384615385
10000,"mar",20,5,10,777,"MVPC_DRW",10,1,0.793103448275862,0.884615384615385
